Data_Venda,Categoria,Preco_Unitario,Desconto_Perc,Quantidade,Tempo_Entrega_Dias,Mes
2023-08-08,Eletrônicos,"1156,66","0,06",1,4,8
2023-03-16,Beleza,"66,32","0,3",6,1,3
2023-01-04,Vestuário,"155,9","0,02",4,6,1
2023-12-01,Eletrônicos,"1223,1","0,38",3,3,12
2023-05-14,Beleza,"115,46","0,28",3,4,5
2023-04-28,Vestuário,"161,65",0,2,6,4
2023-04-04,Beleza,"79,6","0,31",4,5,4
2023-03-03,Beleza,"100,27","0,21",4,4,3
2023-07-13,Casa e Decoração,"246,98","0,31",5,1,7
2023-12-01,Vestuário,"148,47","0,21",3,6,12
2023-07-22,Livros,"64,79","0,26",3,6,7
2023-01-26,Eletrônicos,"1238,8","0,31",3,8,1
2023-06-22,Beleza,"100,38","0,16",3,4,6
2023-10-27,Eletrônicos,"1006,79",0,1,2,10
2023-05-13,Vestuário,"196,08","0,34",2,6,5
2023-11-22,Vestuário,"222,89","0,15",2,4,11
2023-04-28,Livros,"35,96","0,2",3,5,4
2023-11-20,Livros,"41,77",0,1,17,11
2023-10-02,Eletrônicos,"1212,92","0,2",1,5,10
2023-07-31,Eletrônicos,"1123,03","0,39",2,5,7
2023-08-13,Beleza,"137,41","0,11",1,5,8
2023-01-20,Vestuário,"158,79","0,16",3,2,1
2023-04-23,Eletrônicos,"1617,76","0,27",2,6,4
2023-05-20,Casa e Decoração,"145,09","0,33",4,6,5
2023-02-16,Vestuário,"182,57","0,17",4,5,2
2023-01-01,Livros,"49,27","0,12",3,2,1
2023-03-31,Eletrônicos,"980,54","0,38",4,4,3
2023-05-22,Vestuário,"140,07","0,27",4,7,5
2023-11-16,Vestuário,"93,02","0,05",1,4,11
2023-02-07,Beleza,"101,07","0,03",1,6,2
2023-10-20,Vestuário,"157,63","0,19",2,5,10
2023-05-19,Casa e Decoração,"376,62","0,09",2,6,5
2023-12-22,Eletrônicos,"1466,11","0,1",2,4,12
2023-11-29,Beleza,"127,87","0,35",6,5,11
2023-09-16,Vestuário,"135,45","0,04",1,5,9
2023-06-10,Eletrônicos,"1343,21","0,29",4,3,6
2023-06-27,Casa e Decoração,"379,3","0,11",1,5,6
2023-01-10,Eletrônicos,"1313,28","0,3",3,1,1
2023-09-18,Eletrônicos,"1317,78","0,29",3,4,9
2023-05-18,Beleza,"129,76",0,3,5,5
2023-06-21,Vestuário,"131,61","0,2",4,6,6
2023-01-13,Beleza,"51,86","0,06",2,5,1
2023-06-17,Vestuário,"122,09","0,35",5,2,6
2023-05-10,Beleza,"108,93","0,35",5,6,5
2023-03-25,Eletrônicos,1207,"0,17",3,3,3
2023-11-17,Vestuário,"131,3","0,18",1,5,11
2023-11-15,Livros,"43,85","0,12",3,3,11
2023-04-11,Beleza,"95,53","0,29",5,3,4
2023-11-25,Vestuário,"175,78","0,14",1,3,11
2023-09-30,Vestuário,"162,23","0,11",3,5,9
2023-09-22,Beleza,"83,67","0,17",2,4,9
2023-02-07,Vestuário,"155,87","0,04",2,5,2
2023-04-04,Beleza,"93,52","0,3",4,4,4
2023-04-05,Beleza,"94,74","0,01",2,2,4
2023-11-01,Eletrônicos,"844,71","0,26",3,5,11
2023-03-10,Eletrônicos,"1259,2","0,07",2,2,3
2023-11-14,Casa e Decoração,"305,94","0,09",3,3,11
2023-08-24,Eletrônicos,"1512,19","0,25",2,4,8
2023-11-30,Vestuário,"155,32","0,4",6,4,11
2023-05-17,Livros,"72,53","0,31",4,2,5
2023-03-17,Casa e Decoração,"319,82","0,09",2,7,3
2023-02-04,Beleza,"83,36","0,07",2,7,2
2023-01-01,Casa e Decoração,"499,43","0,35",5,8,1
2023-10-23,Casa e Decoração,"393,63","0,18",3,6,10
2023-11-16,Eletrônicos,"985,65","0,05",1,4,11
2023-03-01,Vestuário,"185,88","0,34",4,4,3
2023-11-16,Vestuário,"128,67","0,33",3,4,11
2023-12-15,Vestuário,"159,03","0,39",5,7,12
2023-11-24,Beleza,"135,92","0,36",4,4,11
2023-09-24,Vestuário,"92,75","0,34",3,6,9
2023-12-27,Vestuário,"142,97","0,02",1,6,12
2023-08-17,Vestuário,"166,33","0,04",3,5,8
2023-09-27,Eletrônicos,"1429,41","0,23",2,2,9
2023-11-12,Vestuário,"100,35","0,21",5,4,11
2023-10-13,Eletrônicos,"739,26","0,18",2,16,10
2023-10-18,Eletrônicos,"1527,22","0,16",3,6,10
2023-08-01,Eletrônicos,"983,88","0,17",3,5,8
2023-06-14,Vestuário,"119,51","0,23",3,3,6
2023-01-05,Beleza,"128,76",0,1,6,1
2023-12-05,Vestuário,"152,79","0,1",1,4,12
2023-03-19,Vestuário,"153,05","0,21",3,1,3
2023-03-03,Casa e Decoração,"332,02","0,29",6,5,3
2023-05-12,Eletrônicos,"832,81","0,07",1,5,5
2023-03-30,Beleza,"106,89","0,22",4,3,3
2023-08-25,Vestuário,"166,38","0,29",5,4,8
2023-02-11,Vestuário,"156,75","0,18",3,5,2
2023-03-30,Casa e Decoração,"338,37","0,01",1,5,3
2023-10-23,Eletrônicos,"1112,3","0,18",3,2,10
2023-11-24,Casa e Decoração,"441,25","0,12",3,6,11
2023-10-22,Vestuário,"144,35","0,37",5,7,10
2023-04-14,Beleza,"88,4","0,05",1,4,4
2023-01-14,Eletrônicos,"1358,97","0,26",3,2,1
2023-10-15,Vestuário,"158,32","0,02",3,6,10
2023-06-28,Casa e Decoração,"514,23","0,18",5,26,6
2023-05-05,Eletrônicos,"671,59","0,22",3,5,5
2023-12-19,Vestuário,162,"0,12",3,8,12
2023-01-23,Beleza,"72,36","0,18",4,2,1
2023-03-04,Beleza,"66,45","0,07",2,3,3
2023-05-23,Vestuário,"131,72","0,12",3,4,5
2023-06-02,Beleza,"91,37","0,25",5,6,6
2023-05-25,Livros,"61,49","0,12",2,10,5
2023-08-13,Beleza,"52,07","0,36",4,5,8
2023-11-05,Eletrônicos,"1037,67","0,25",2,2,11
2023-04-14,Beleza,"97,03","0,18",3,4,4
2023-04-14,Vestuário,"114,92","0,02",2,3,4
2023-02-08,Livros,"43,28","0,2",2,6,2
2023-07-17,Vestuário,"59,75","0,31",2,5,7
2023-05-14,Eletrônicos,"1001,04","0,11",1,3,5
2023-03-08,Beleza,"61,26","0,32",4,3,3
2023-06-28,Vestuário,"110,64","0,1",1,4,6
2023-02-11,Livros,"55,92","0,33",4,4,2
2023-01-15,Livros,51,"0,03",3,4,1
2023-04-21,Casa e Decoração,"233,38","0,35",5,5,4
2023-06-06,Eletrônicos,"565,25","0,2",3,6,6
2023-10-16,Casa e Decoração,"380,23","0,12",2,4,10
2023-08-19,Eletrônicos,"1425,85","0,11",1,4,8
2023-06-06,Eletrônicos,"1080,98","0,17",2,2,6
2023-02-07,Beleza,"83,36","0,4",6,4,2
2023-04-07,Eletrônicos,"1200,84","0,09",1,5,4
2023-10-16,Vestuário,"213,15","0,04",3,2,10
2023-09-11,Livros,"36,48","0,23",4,20,9
2023-07-15,Vestuário,"133,42","0,2",3,6,7
2023-03-27,Vestuário,"81,12","0,21",4,5,3
2023-11-18,Livros,"65,43","0,27",5,5,11
2023-01-10,Eletrônicos,"1156,81","0,11",1,5,1
2023-01-05,Beleza,"95,07","0,36",5,4,1
2023-05-03,Livros,"62,3","0,17",5,3,5
2023-11-26,Livros,"74,86","0,05",4,6,11
2023-12-19,Casa e Decoração,"403,81","0,3",4,6,12
2023-04-28,Vestuário,"183,22","0,26",3,3,4
2023-10-21,Vestuário,"107,38","0,13",2,2,10
2023-06-08,Beleza,"119,83","0,25",5,15,6
2023-10-30,Beleza,"71,94","0,09",1,5,10
2023-08-16,Vestuário,"123,41","0,18",3,4,8
2023-12-31,Eletrônicos,"1281,25","0,36",4,5,12
2023-08-04,Eletrônicos,"1290,58","0,05",1,7,8
2023-07-03,Eletrônicos,"878,44","0,15",3,4,7
2023-01-15,Beleza,"85,67","0,33",5,5,1
2023-06-06,Vestuário,"209,53","0,39",7,6,6
2023-05-16,Livros,"37,97","0,18",4,3,5
2023-09-18,Beleza,"127,13","0,2",2,3,9
2023-06-06,Eletrônicos,"1127,49","0,23",3,6,6
2023-02-16,Casa e Decoração,"116,22","0,37",6,5,2
2023-11-20,Vestuário,"95,33","0,34",6,5,11
2023-11-28,Casa e Decoração,"253,65","0,07",1,5,11
2023-06-22,Beleza,"74,4","0,17",2,6,6
2023-05-10,Beleza,"87,38","0,19",2,5,5
2023-04-05,Beleza,"22,41","0,32",6,5,4
2023-04-25,Vestuário,"157,47","0,24",4,6,4
2023-08-31,Eletrônicos,"883,47","0,26",2,7,8
2023-10-19,Beleza,"124,76","0,4",5,8,10
2023-10-09,Eletrônicos,"1118,95","0,03",1,4,10
2023-10-26,Vestuário,"187,71","0,09",1,8,10
2023-10-10,Eletrônicos,"1533,1","0,16",2,3,10
2023-03-10,Casa e Decoração,"458,33","0,14",3,7,3
2023-05-28,Eletrônicos,"1030,08","0,01",2,4,5
2023-01-11,Casa e Decoração,"292,08","0,04",1,4,1
2023-09-11,Livros,"56,63","0,27",2,5,9
2023-11-26,Eletrônicos,"1390,87","0,35",3,3,11
2023-12-26,Eletrônicos,"1046,79","0,21",2,5,12
2023-02-07,Vestuário,"145,23","0,22",3,3,2
2023-05-14,Beleza,"96,84","0,1",1,3,5
2023-07-19,Eletrônicos,"928,53","0,31",4,4,7
2023-01-23,Vestuário,"111,28","0,3",3,7,1
2023-10-30,Eletrônicos,"1152,52","0,24",3,4,10
2023-12-12,Beleza,"89,35","0,09",4,6,12
2023-10-29,Vestuário,"167,36","0,04",2,3,10
2023-12-29,Beleza,"106,8","0,03",2,3,12
2023-08-06,Livros,"43,51","0,24",6,5,8
2023-05-21,Eletrônicos,"956,37","0,33",5,7,5
2023-04-14,Beleza,"65,73","0,34",5,5,4
2023-07-29,Eletrônicos,"1623,73","0,19",1,6,7
2023-04-21,Beleza,"86,99","0,31",5,7,4
2023-04-14,Casa e Decoração,"351,61","0,38",5,4,4
2023-11-12,Beleza,"91,44","0,11",2,4,11
2023-06-20,Eletrônicos,"985,3","0,16",2,5,6
2023-12-22,Eletrônicos,"1669,28","0,37",4,5,12
2023-11-20,Vestuário,"166,44","0,14",1,2,11
2023-05-13,Vestuário,"151,58","0,37",7,5,5
2023-10-20,Eletrônicos,"868,42","0,39",5,4,10
2023-11-24,Vestuário,"103,52","0,26",4,3,11
2023-05-07,Eletrônicos,"1107,33","0,33",4,4,5
2023-04-16,Vestuário,122,"0,3",5,3,4
2023-04-02,Beleza,"63,31","0,28",3,2,4
2023-10-14,Vestuário,"135,16","0,12",2,5,10
2023-02-20,Eletrônicos,"1135,07","0,02",1,6,2
2023-01-29,Vestuário,"155,67","0,14",5,4,1
2023-10-23,Eletrônicos,"1048,82","0,27",3,3,10
2023-10-24,Livros,"44,89","0,04",1,3,10
2023-08-02,Eletrônicos,"908,12",0,4,5,8
2023-09-24,Beleza,"120,32","0,06",1,7,9
2023-09-14,Livros,"41,22","0,29",4,6,9
2023-10-29,Beleza,"99,08","0,39",5,6,10
2023-04-11,Casa e Decoração,"401,95","0,39",4,3,4
2023-12-12,Beleza,"86,97","0,2",4,4,12
2023-04-20,Livros,"86,52","0,35",3,6,4
2023-07-01,Casa e Decoração,"400,17","0,29",5,2,7
2023-11-09,Casa e Decoração,"534,29","0,2",2,4,11
2023-01-01,Casa e Decoração,"284,89","0,23",3,6,1
2023-11-15,Vestuário,"124,64","0,05",3,5,11
2023-02-24,Casa e Decoração,"402,75","0,38",5,3,2
2023-05-29,Vestuário,"139,54","0,14",3,2,5
2023-11-05,Eletrônicos,"1705,7","0,18",1,7,11
2023-05-17,Eletrônicos,"1302,51","0,27",5,1,5
2023-07-21,Eletrônicos,"886,63","0,13",2,5,7
2023-11-09,Vestuário,"80,53","0,1",1,4,11
2023-04-27,Eletrônicos,"1176,53","0,25",3,6,4
2023-06-03,Casa e Decoração,"341,09","0,01",1,3,6
2023-10-18,Vestuário,"162,55","0,29",6,8,10
2023-03-04,Beleza,"120,27","0,21",4,5,3
2023-09-01,Eletrônicos,"1523,73","0,24",1,5,9
2023-01-25,Eletrônicos,"1026,33","0,25",4,3,1
2023-03-31,Beleza,"57,65","0,21",3,4,3
2023-03-16,Casa e Decoração,"226,59","0,23",2,4,3
2023-10-21,Eletrônicos,"978,96","0,27",4,7,10
2023-07-29,Beleza,"80,83","0,3",5,5,7
2023-12-13,Beleza,"97,63","0,29",5,5,12
2023-01-17,Vestuário,"117,96","0,35",5,5,1
2023-05-08,Vestuário,"161,22","0,08",2,5,5
2023-12-30,Livros,"65,43","0,16",3,2,12
2023-09-08,Casa e Decoração,"364,33","0,38",7,8,9
2023-06-28,Vestuário,"104,86","0,16",3,3,6
2023-07-01,Beleza,"101,7","0,05",2,4,7
2023-06-01,Vestuário,"233,25","0,21",4,7,6
2023-01-25,Vestuário,"159,84","0,04",2,7,1
2023-06-29,Vestuário,"31,88","0,08",2,6,6
2023-07-17,Beleza,"121,02","0,4",5,4,7
2023-12-10,Casa e Decoração,"279,73","0,22",3,5,12
2023-06-10,Casa e Decoração,"576,57","0,11",4,5,6
2023-06-26,Vestuário,"154,65","0,4",5,5,6
2023-10-12,Eletrônicos,"694,59","0,39",4,3,10
2023-03-04,Vestuário,"67,41","0,18",3,6,3
2023-05-30,Beleza,"128,49","0,1",2,5,5
2023-06-03,Vestuário,"194,24","0,34",5,3,6
2023-06-05,Eletrônicos,"1867,81","0,29",2,4,6
2023-02-18,Beleza,"90,27","0,27",4,5,2
2023-12-03,Eletrônicos,"1183,04","0,36",4,2,12
2023-03-25,Livros,"54,26","0,28",5,6,3
2023-12-27,Eletrônicos,"1002,51","0,11",2,5,12
2023-06-26,Casa e Decoração,"310,76","0,28",4,7,6
2023-05-28,Eletrônicos,"1265,24","0,12",2,5,5
2023-04-28,Livros,"47,34","0,3",5,3,4
2023-12-08,Vestuário,"83,23","0,25",3,3,12
2023-03-04,Eletrônicos,"1247,96","0,03",1,4,3
2023-07-08,Vestuário,"115,35","0,21",5,4,7
2023-12-26,Eletrônicos,"228,17","0,14",3,4,12
2023-02-18,Eletrônicos,"1365,77","0,13",1,5,2
2023-11-23,Livros,"43,38","0,24",4,4,11
2023-09-14,Vestuário,"176,47","0,13",2,5,9
2023-08-12,Beleza,"105,95","0,31",5,4,8
2023-05-21,Casa e Decoração,"378,36","0,03",1,5,5
2023-08-03,Casa e Decoração,"599,68","0,26",4,4,8
2023-07-30,Eletrônicos,"1158,58","0,32",4,6,7
2023-11-14,Eletrônicos,"1114,31","0,27",3,5,11
2023-02-01,Beleza,"107,09","0,2",2,5,2
2023-06-07,Livros,"59,17","0,38",6,4,6
2023-10-12,Vestuário,"196,42","0,12",2,2,10
2023-11-01,Vestuário,"99,25","0,01",1,7,11
2023-10-13,Vestuário,"99,91","0,17",3,3,10
2023-05-24,Livros,"71,49","0,01",4,5,5
2023-01-19,Vestuário,"103,41","0,38",5,5,1
2023-01-18,Vestuário,"174,36","0,08",1,4,1
2023-09-14,Beleza,"99,25","0,32",4,7,9
2023-03-19,Eletrônicos,"991,65","0,31",4,3,3
2023-06-24,Eletrônicos,"1310,15","0,09",1,7,6
2023-07-13,Casa e Decoração,"226,54","0,25",5,6,7
2023-04-23,Livros,45,"0,02",2,4,4
2023-04-24,Eletrônicos,"1128,84","0,19",3,4,4
2023-08-10,Vestuário,"153,16","0,01",1,1,8
2023-06-15,Vestuário,"137,85","0,37",4,3,6
2023-11-15,Vestuário,"167,32","0,39",6,4,11
2023-05-12,Casa e Decoração,"388,85","0,09",2,5,5
2023-09-21,Vestuário,"211,17","0,08",2,6,9
2023-02-24,Vestuário,"146,19","0,3",6,8,2
2023-12-25,Vestuário,"197,78","0,1",3,5,12
2023-05-11,Casa e Decoração,"442,07","0,36",3,5,5
2023-10-15,Vestuário,"241,76","0,23",4,4,10
2023-09-23,Beleza,"86,82","0,14",4,2,9
2023-06-11,Eletrônicos,"1073,89","0,33",5,4,6
2023-03-28,Beleza,"121,44","0,2",2,4,3
2023-02-24,Beleza,"99,64","0,36",5,6,2
2023-10-15,Vestuário,"201,27","0,37",5,5,10
2023-06-27,Vestuário,"178,67","0,07",1,5,6
2023-12-15,Vestuário,"65,73",0,2,4,12
2023-01-08,Eletrônicos,"1312,9","0,39",4,2,1
2023-11-17,Vestuário,"162,45","0,36",6,2,11
2023-11-09,Eletrônicos,"1239,93","0,02",1,2,11
2023-09-04,Vestuário,"144,71","0,33",3,4,9
2023-11-19,Beleza,"50,2","0,18",3,6,11
2023-09-12,Vestuário,"184,97","0,1",3,6,9
2023-11-24,Beleza,"99,34","0,35",4,6,11
2023-02-23,Vestuário,"194,08","0,08",1,4,2
2023-09-06,Beleza,"51,53","0,38",6,6,9
2023-08-27,Casa e Decoração,"400,71","0,08",2,3,8
2023-08-17,Eletrônicos,"1129,6","0,25",4,6,8
2023-03-08,Casa e Decoração,"364,38","0,09",2,2,3
2023-02-20,Eletrônicos,"1133,05","0,22",2,3,2
2023-04-07,Vestuário,"171,74","0,27",6,7,4
2023-04-02,Livros,"57,56","0,08",1,4,4
2023-09-21,Eletrônicos,"884,43","0,21",2,3,9
2023-10-18,Vestuário,"153,46","0,19",3,6,10
2023-04-06,Beleza,"84,65","0,03",2,6,4
2023-03-29,Beleza,"87,92","0,33",5,4,3
2023-03-19,Casa e Decoração,"31,22","0,13",2,5,3
2023-10-15,Vestuário,"177,31","0,23",5,5,10
2023-04-30,Casa e Decoração,"318,53","0,21",3,1,4
2023-10-29,Vestuário,"96,07","0,21",2,2,10
2023-06-14,Beleza,"113,06","0,04",2,6,6
2023-07-01,Livros,"69,55","0,17",4,3,7
2023-08-11,Beleza,"81,82","0,18",5,5,8
2023-11-07,Beleza,"61,2","0,29",5,5,11
2023-01-07,Eletrônicos,"1253,41","0,34",2,6,1
2023-11-26,Beleza,"93,08","0,22",2,2,11
2023-09-20,Beleza,"113,11","0,03",3,5,9
2023-06-10,Eletrônicos,"1066,88","0,09",1,4,6
2023-05-31,Beleza,"119,87","0,07",1,3,5
2023-03-26,Vestuário,"128,39","0,05",3,3,3
2023-05-27,Casa e Decoração,"215,42","0,15",2,5,5
2023-04-22,Beleza,"61,69","0,09",3,5,4
2023-02-05,Casa e Decoração,"343,76","0,09",1,5,2
2023-10-12,Eletrônicos,"1180,35","0,02",2,5,10
2023-07-07,Casa e Decoração,"382,79","0,01",2,4,7
2023-03-23,Vestuário,"146,39","0,04",1,4,3
2023-01-02,Livros,"74,66","0,07",1,3,1
2023-10-30,Vestuário,"139,56","0,17",5,4,10
2023-07-16,Vestuário,"70,15","0,2",3,5,7
2023-01-11,Beleza,"86,97","0,06",1,6,1
2023-08-22,Vestuário,"69,73","0,17",5,3,8
2023-07-14,Casa e Decoração,"377,14","0,14",3,3,7
2023-04-29,Casa e Decoração,"455,72","0,07",3,3,4
2023-01-20,Beleza,"65,34",0,1,4,1
2023-09-18,Casa e Decoração,"491,86","0,19",5,2,9
2023-10-20,Vestuário,"183,71","0,27",3,3,10
2023-09-13,Eletrônicos,"1561,94","0,09",1,2,9
2023-08-10,Eletrônicos,"1256,87","0,05",1,5,8
2023-08-14,Eletrônicos,"902,17","0,35",5,4,8
2023-02-22,Eletrônicos,"1434,24","0,11",2,4,2
2023-12-21,Casa e Decoração,"287,54","0,09",2,3,12
2023-12-08,Beleza,"92,95","0,34",4,4,12
2023-12-30,Vestuário,"143,15","0,33",6,4,12
2023-10-07,Beleza,"118,12","0,18",4,7,10
2023-03-22,Livros,"70,95","0,2",3,6,3
2023-07-21,Beleza,"87,99","0,09",1,3,7
2023-06-07,Casa e Decoração,"154,84","0,03",1,5,6
2023-04-30,Vestuário,"124,59","0,23",3,6,4
2023-02-28,Vestuário,"178,17","0,04",3,3,2
2023-08-03,Eletrônicos,"1284,03","0,18",2,2,8
2023-05-08,Vestuário,"89,87","0,38",6,2,5
2023-08-12,Livros,"32,9","0,38",5,6,8
2023-07-28,Beleza,"94,89","0,1",3,4,7
2023-04-25,Eletrônicos,"882,88","0,25",2,5,4
2023-07-28,Vestuário,"111,57","0,19",4,4,7
2023-01-14,Beleza,"106,82","0,35",4,3,1
2023-01-09,Eletrônicos,"1560,67","0,11",1,3,1
2023-02-09,Vestuário,"119,97",0,1,2,2
2023-08-25,Beleza,"88,88","0,07",2,6,8
2023-10-08,Vestuário,"147,03","0,14",3,7,10
2023-12-25,Eletrônicos,"1150,74","0,13",1,5,12
2023-07-20,Vestuário,"151,62","0,32",5,2,7
2023-09-03,Beleza,"108,91","0,27",4,5,9
2023-10-05,Casa e Decoração,"282,61","0,12",4,6,10
2023-08-23,Eletrônicos,"742,42","0,18",1,6,8
2023-01-04,Vestuário,"217,6","0,04",1,4,1
2023-06-03,Vestuário,"193,58","0,36",5,4,6
2023-01-29,Casa e Decoração,"239,64","0,37",4,4,1
2023-04-19,Beleza,"93,39","0,39",5,6,4
2023-04-08,Eletrônicos,"1503,21","0,35",3,6,4
2023-08-03,Beleza,"108,73","0,07",2,4,8
2023-10-20,Eletrônicos,"1338,6","0,02",1,4,10
2023-03-16,Vestuário,"143,19","0,23",4,4,3
2023-11-22,Eletrônicos,"1718,19","0,37",4,3,11
2023-05-26,Vestuário,"158,83","0,07",1,7,5
2023-05-08,Vestuário,"129,4",0,1,3,5
2023-12-07,Vestuário,"184,84","0,32",4,5,12
2023-02-11,Eletrônicos,"1228,82","0,03",1,4,2
2023-12-22,Casa e Decoração,"384,98","0,17",2,4,12
2023-02-10,Eletrônicos,"1260,94","0,27",2,4,2
2023-02-03,Beleza,"102,42","0,09",3,5,2
2023-01-17,Livros,"45,32","0,03",4,4,1
2023-06-14,Vestuário,"91,96","0,31",4,3,6
2023-06-02,Vestuário,"207,37","0,25",4,5,6
2023-03-17,Vestuário,"159,98","0,4",6,3,3
2023-03-28,Eletrônicos,"1431,25","0,14",2,7,3
2023-04-27,Vestuário,"79,61","0,02",2,4,4
2023-12-28,Beleza,"116,67","0,29",4,34,12
2023-12-08,Casa e Decoração,"297,85","0,21",3,7,12
2023-01-27,Eletrônicos,"958,13","0,09",1,6,1
2023-11-09,Beleza,"88,42","0,31",5,3,11
2023-10-14,Vestuário,"110,88","0,08",3,3,10
2023-05-14,Beleza,"89,96","0,1",3,5,5
2023-08-07,Casa e Decoração,"336,37","0,04",1,5,8
2023-06-17,Casa e Decoração,"456,04","0,16",3,6,6
2023-04-08,Eletrônicos,1654,"0,17",3,4,4
2023-09-25,Eletrônicos,"1644,45","0,21",1,6,9
2023-08-25,Livros,"26,03","0,28",4,1,8
2023-11-05,Eletrônicos,"919,45","0,36",5,4,11
2023-06-22,Livros,"25,88","0,06",1,4,6
2023-07-09,Vestuário,"102,26","0,02",2,4,7
2023-05-02,Eletrônicos,"1005,14","0,01",1,4,5
2023-02-15,Eletrônicos,"1323,17","0,06",1,6,2
2023-03-05,Eletrônicos,"1044,02","0,26",3,3,3
2023-05-10,Livros,"52,62","0,29",5,1,5
2023-11-06,Vestuário,"157,27","0,31",3,3,11
2023-12-29,Vestuário,"81,63","0,1",1,6,12
2023-07-12,Vestuário,"116,46","0,12",4,2,7
2023-11-03,Eletrônicos,"1048,93","0,19",4,4,11
2023-06-30,Vestuário,"141,9","0,03",2,6,6
2023-10-19,Eletrônicos,"1223,09","0,24",4,4,10
2023-10-09,Beleza,"127,52","0,39",5,6,10
2023-01-29,Vestuário,"186,33","0,14",2,1,1
2023-05-29,Vestuário,"119,23","0,3",6,4,5
2023-09-24,Vestuário,"139,55","0,2",4,7,9
2023-10-23,Vestuário,"136,82","0,05",3,3,10
2023-01-11,Livros,"52,29","0,23",4,6,1
2023-06-13,Vestuário,"160,9","0,12",2,4,6
2023-04-23,Eletrônicos,"642,07","0,01",1,5,4
2023-07-06,Casa e Decoração,"438,07","0,25",5,6,7
2023-10-22,Eletrônicos,"1708,07","0,34",3,5,10
2023-08-20,Eletrônicos,"1119,05","0,14",1,4,8
2023-08-15,Livros,"55,66","0,16",3,5,8
2023-11-06,Beleza,"93,93","0,36",4,4,11
2023-04-08,Livros,"75,29","0,33",5,5,4
2023-02-24,Vestuário,"137,03","0,29",4,3,2
2023-04-21,Vestuário,"187,36","0,1",2,5,4
2023-06-01,Eletrônicos,"1346,55","0,36",5,6,6
2023-09-03,Eletrônicos,"1908,48","0,06",1,4,9
2023-03-10,Beleza,"81,78","0,25",4,6,3
2023-11-08,Vestuário,"70,96","0,01",2,9,11
2023-10-16,Beleza,"54,18","0,26",4,4,10
2023-09-07,Beleza,"90,3","0,11",2,5,9
2023-02-05,Eletrônicos,"1508,36","0,18",1,5,2
2023-08-27,Vestuário,"123,9","0,14",2,5,8
2023-05-28,Casa e Decoração,"326,91","0,07",1,6,5
2023-08-15,Eletrônicos,"1405,45","0,25",3,4,8
2023-09-01,Beleza,"65,87","0,35",5,4,9
2023-12-03,Vestuário,"125,55","0,38",4,2,12
2023-12-31,Eletrônicos,"849,68","0,08",2,4,12
2023-07-20,Casa e Decoração,"467,82","0,29",3,6,7
2023-06-03,Livros,"83,13","0,27",4,3,6
2023-03-14,Eletrônicos,"726,18","0,14",2,32,3
2023-07-20,Beleza,"86,45","0,01",2,4,7
2023-10-23,Eletrônicos,"1622,18","0,28",3,4,10
2023-01-17,Beleza,"99,97","0,38",5,2,1
2023-05-09,Beleza,"77,77","0,25",3,7,5
2023-08-05,Vestuário,"88,15","0,17",3,5,8
2023-03-02,Vestuário,"196,12","0,21",5,8,3
2023-04-14,Beleza,"99,01","0,08",2,6,4
2023-02-11,Vestuário,"91,08","0,3",5,7,2
2023-01-25,Beleza,"119,75","0,3",4,2,1
2023-02-08,Eletrônicos,"719,88","0,06",2,2,2
2023-10-18,Beleza,"84,49","0,35",6,5,10
2023-05-11,Beleza,"83,38","0,11",2,3,5
2023-08-17,Livros,"84,28","0,39",6,3,8
2023-04-18,Eletrônicos,"1121,69","0,15",5,8,4
2023-06-21,Casa e Decoração,"323,54","0,07",2,6,6
2023-04-12,Casa e Decoração,"213,69","0,14",4,3,4
2023-12-20,Vestuário,"124,38","0,18",4,1,12
2023-01-12,Vestuário,"117,31","0,03",1,3,1
2023-10-02,Eletrônicos,"970,43","0,23",3,4,10
2023-04-11,Beleza,"90,16","0,24",3,4,4
2023-02-13,Vestuário,"52,63","0,3",4,16,2
2023-11-01,Eletrônicos,"746,93","0,01",1,6,11
2023-01-17,Casa e Decoração,"338,9","0,22",3,3,1
2023-11-26,Vestuário,"154,85","0,02",1,5,11
2023-02-26,Eletrônicos,"1129,97","0,28",6,5,2
2023-11-07,Livros,"59,39","0,02",2,6,11
2023-10-30,Livros,"53,86","0,36",5,4,10
2023-01-12,Vestuário,"149,26","0,28",4,3,1
2023-11-14,Eletrônicos,"1330,24","0,2",3,4,11
2023-03-21,Beleza,"100,68","0,18",5,4,3
2023-08-04,Vestuário,"122,44","0,05",3,8,8
2023-12-05,Vestuário,"186,6","0,12",3,5,12
2023-09-21,Vestuário,"156,28","0,35",6,5,9
2023-05-29,Vestuário,"199,29","0,36",5,6,5
2023-03-22,Casa e Decoração,"493,29",0,1,4,3
2023-08-03,Vestuário,"92,29","0,24",5,6,8
2023-07-17,Casa e Decoração,"264,1","0,29",4,4,7
2023-07-19,Livros,"72,2","0,25",2,4,7
2023-01-25,Vestuário,"83,4","0,03",1,3,1
2023-03-30,Beleza,"125,5","0,09",3,7,3
2023-09-25,Beleza,"81,4","0,1",3,4,9
2023-05-23,Vestuário,173,"0,33",6,3,5
2023-02-28,Vestuário,"145,34","0,19",3,5,2
2023-12-31,Casa e Decoração,"210,76","0,19",5,4,12
2023-01-26,Casa e Decoração,"455,55","0,37",5,16,1
2023-02-16,Beleza,"158,77","0,25",4,5,2
2023-10-15,Vestuário,"129,4","0,36",6,7,10
